May 29 14:22:14 ubuntu-server kernel: [UFW BLOCK] IN=eth1 OUT=eth0 MAC=ab:20:21:99:df:31:0f:a5:52:21:35:ac:08:00 SRC=222.28.152.200 DST=104.2.48.219 LEN=632 TOS=0x00 PREC=0x00 TTL=62 ID=42908 DF PROTO=TCP SPT=27948 DPT=842 WINDOW=47714 RES=0x00 RST URGP=5
Jun 18 10:14:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2307 DF PROTO=TCP SPT=50014 DPT=40014 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:15:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2308 DF PROTO=TCP SPT=50015 DPT=40015 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:16:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2309 DF PROTO=TCP SPT=50016 DPT=40016 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:17:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2310 DF PROTO=TCP SPT=50017 DPT=40017 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:18:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2311 DF PROTO=TCP SPT=50018 DPT=40018 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:19:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2312 DF PROTO=TCP SPT=50019 DPT=40019 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:20:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2313 DF PROTO=TCP SPT=50020 DPT=40020 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:21:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2314 DF PROTO=TCP SPT=50021 DPT=40021 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:22:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2315 DF PROTO=TCP SPT=50022 DPT=40022 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:23:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2316 DF PROTO=TCP SPT=50023 DPT=40023 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:24:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2317 DF PROTO=TCP SPT=50024 DPT=40024 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:25:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2318 DF PROTO=TCP SPT=50025 DPT=40025 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:26:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2319 DF PROTO=TCP SPT=50026 DPT=40026 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:27:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2320 DF PROTO=TCP SPT=50027 DPT=40027 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:28:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2321 DF PROTO=TCP SPT=50028 DPT=40028 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 10:29:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2322 DF PROTO=TCP SPT=50029 DPT=40029 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:00:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2400 DF PROTO=TCP SPT=51000 DPT=41000 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:01:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2401 DF PROTO=TCP SPT=51001 DPT=41001 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:02:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2402 DF PROTO=TCP SPT=51002 DPT=41002 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:03:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2403 DF PROTO=TCP SPT=51003 DPT=41003 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:04:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2404 DF PROTO=TCP SPT=51004 DPT=41004 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:05:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2405 DF PROTO=TCP SPT=51005 DPT=41005 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:06:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2406 DF PROTO=TCP SPT=51006 DPT=41006 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:07:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2407 DF PROTO=TCP SPT=51007 DPT=41007 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:08:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2408 DF PROTO=TCP SPT=51008 DPT=41008 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:09:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2409 DF PROTO=TCP SPT=51009 DPT=41009 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:10:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2410 DF PROTO=TCP SPT=51010 DPT=41010 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:11:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2411 DF PROTO=TCP SPT=51011 DPT=41011 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:12:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2412 DF PROTO=TCP SPT=51012 DPT=41012 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:13:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2413 DF PROTO=TCP SPT=51013 DPT=41013 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:14:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2414 DF PROTO=TCP SPT=51014 DPT=41014 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:15:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2415 DF PROTO=TCP SPT=51015 DPT=41015 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:16:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2416 DF PROTO=TCP SPT=51016 DPT=41016 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:17:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2417 DF PROTO=TCP SPT=51017 DPT=41017 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:18:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2418 DF PROTO=TCP SPT=51018 DPT=41018 WINDOW=48173 RES=0x00 PSH URGP=0
Jun 18 11:19:14 ubuntu-server kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=4b:b4:8e:d3:65:e2:08:20:9a:ed:62:d9:08:00 SRC=226.110.42.15 DST=13.91.195.31 LEN=1452 TOS=0x00 PREC=0x00 TTL=90 ID=2419 DF PROTO=TCP SPT=51019 DPT=41019 WINDOW=48173 RES=0x00 PSH URGP=0
